ID,SpeciesLevel,SpeciesCount,BranchCount,BranchLeafCount,BranchInteriorCount,TreeDepth,SpeciesProbMax,SpeciesProbMin,HomologuesToAnalyzeCount,HomologuesSuspiciousRecordsCount,HasHomologuesSuspiciousRecords,HomologueCount,DatabaseNotExhausted
M01896:197:000000000-ANEHB:1:2103:23011:26983_CONS_SUB_SUB,False,5,5,1,4,10,0.998,0.003,6,1,True,11,True
M00595:3:000000000-ALULJ:1:2101:14508:22678_CONS_SUB_SUB,True,2,2,1,1,10,0.982,0.002,2,0,False,24,False
M01896:197:000000000-ANEHB:1:2104:16807:5263_CONS_SUB_SUB,False,3,3,2,1,3,0.309,0.022,5,3,True,50,True
M01896:197:000000000-ANEHB:1:1110:7052:13492_CONS_SUB_SUB,True,3,3,1,2,13,0.633,0.003,5,1,True,50,False
M01896:197:000000000-ANEHB:1:1108:21083:22439_CONS_SUB_SUB,False,3,3,2,1,11,0.43,0.012,2,0,False,34,False
MISEQ01:3:000000000-ALULJ:1:2108:22359:16337_CONS_SUB_SUB_CMP,True,1,1,0,1,11,1.0,1.0,1,0,False,6,False
MISEQ01:3:000000000-ALULJ:1:2113:20408:5149_CONS_SUB_SUB,False,6,6,2,4,11,0.145,0.003,3,0,False,6,True
MISEQ01:3:000000000-ALULJ:1:2110:24613:24011_CONS_SUB_SUB_CMP,False,7,7,4,3,10,0.141,0.005,19,17,True,50,False
M01896:197:000000000-ANEHB:1:2105:19680:28522_CONS_SUB_SUB,True,3,3,1,2,14,0.915,0.001,2,0,False,50,False
M00595:3:000000000-ALULJ:1:1101:8050:11816_CONS_SUB_SUB,True,1,1,0,1,13,1.0,1.0,1,0,False,50,False
M01896:197:000000000-ANEHB:1:2104:8896:12302_CONS_SUB_SUB,True,1,1,0,1,13,1.0,1.0,3,1,True,50,False
MISEQ01:3:000000000-ALULJ:1:2103:24068:15434_CONS_SUB_SUB,False,6,6,2,4,11,0.307,0.038,3,3,True,6,True
MISEQ01:3:000000000-ALULJ:1:1108:8154:26239_CONS_SUB_SUB_CMP,True,1,1,0,1,12,1.0,1.0,3,2,True,9,False
M00595:3:000000000-ALULJ:1:1110:25642:16455_CONS_SUB_SUB_CMP,True,1,1,0,1,11,0.997,0.997,1,0,False,14,False
M01896:197:000000000-ANEHB:1:2107:15779:23509_CONS_SUB_SUB,True,1,1,0,1,12,0.766,0.766,5,1,True,32,False
M01896:197:000000000-ANEHB:1:1109:17569:17327_CONS_SUB_SUB_CMP,True,2,2,0,2,14,0.996,0.001,1,0,False,17,True
M01896:197:000000000-ANEHB:1:2111:28940:18571_CONS_SUB_SUB,False,2,2,1,1,11,0.455,0.308,2,0,False,24,False
MISEQ01:3:000000000-ALULJ:1:1110:14797:27654_CONS_SUB_SUB,True,1,1,0,1,12,1.0,1.0,1,0,False,6,False
M01896:197:000000000-ANEHB:1:2103:18712:14701_CONS_SUB_SUB,True,2,2,0,2,12,0.799,0.182,1,0,False,50,False
M01896:197:000000000-ANEHB:1:2108:22379:17378_CONS_SUB_SUB,False,4,4,3,1,5,0.649,0.005,4,2,True,50,False
MISEQ01:3:000000000-ALULJ:1:1110:19230:4617_CONS_SUB_SUB,False,8,8,1,7,14,0.146,0.001,30,10,True,50,True
M01896:197:000000000-ANEHB:1:1108:15598:7697_CONS_SUB_SUB,False,2,2,0,2,12,0.336,0.301,17,9,True,50,False
M00595:3:000000000-ALULJ:1:1110:25199:14855_CONS_SUB_SUB,True,1,1,0,1,11,0.725,0.725,3,0,False,24,False
M01896:197:000000000-ANEHB:1:1103:6922:25990_CONS_SUB_SUB,False,5,5,4,1,3,0.62,0.005,3,0,False,10,True
M01896:197:000000000-ANEHB:1:1105:18009:7152_CONS_SUB_SUB_CMP,True,3,3,0,3,13,0.921,0.006,1,0,False,50,False
M01896:197:000000000-ANEHB:1:2107:7229:15431_CONS_SUB_SUB,False,4,4,0,4,12,0.145,0.088,6,3,True,50,True
MISEQ01:3:000000000-ALULJ:1:2105:12645:20335_CONS_SUB_SUB,True,2,2,1,1,13,0.82,0.098,2,0,False,6,False
M01896:197:000000000-ANEHB:1:1110:22048:15817_CONS_SUB_SUB_CMP,True,1,1,0,1,13,1.0,1.0,1,0,False,6,False
M01896:197:000000000-ANEHB:1:1112:14445:2626_CONS_SUB_SUB,False,2,2,0,2,12,0.44,0.092,2,1,True,31,False
M01896:197:000000000-ANEHB:1:1102:18472:20678_CONS_SUB_SUB,False,2,2,0,2,12,0.073,0.026,2,1,True,50,False
M01896:197:000000000-ANEHB:1:2104:10232:5638_CONS_SUB_SUB,True,1,1,0,1,12,0.99,0.99,2,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1107:18422:15606_CONS_SUB_SUB_CMP,True,2,2,1,1,13,0.995,0.001,1,0,False,14,False
M00595:3:000000000-ALULJ:1:2107:10569:15930_CONS_SUB_SUB,True,2,2,1,1,11,0.989,0.006,1,0,False,25,False
MISEQ01:3:000000000-ALULJ:1:1103:27420:10969_CONS_SUB_SUB,True,4,4,2,2,14,0.773,0.001,7,1,True,50,False
M01896:197:000000000-ANEHB:1:1111:6678:18637_CONS_SUB_SUB,False,2,2,1,1,5,0.773,0.001,4,3,True,45,False
M01896:197:000000000-ANEHB:1:1113:17602:7530_CONS_SUB_SUB_CMP,True,1,1,0,1,8,1.0,1.0,1,0,False,6,False
MISEQ01:3:000000000-ALULJ:1:1112:19338:11134_CONS_SUB_SUB,False,1,1,0,1,10,0.033,0.033,2,1,True,6,False
M01896:197:000000000-ANEHB:1:2113:25739:6560_CONS_SUB_SUB,True,1,1,0,1,10,1.0,1.0,8,0,False,18,False
MISEQ01:3:000000000-ALULJ:1:2104:21764:11641_CONS_SUB_SUB_CMP,True,1,1,0,1,13,0.99,0.99,1,0,False,21,False
M01896:197:000000000-ANEHB:1:1111:9502:26986_CONS_SUB_SUB_CMP,True,3,3,1,2,13,0.99,0.14,2,0,False,43,False
MISEQ01:3:000000000-ALULJ:1:2112:12560:8118_CONS_SUB_SUB_CMP,True,1,1,0,1,11,0.966,0.966,1,0,False,40,False
MISEQ01:3:000000000-ALULJ:1:2104:5565:7163_CONS_SUB_SUB,False,2,2,0,2,11,0.283,0.258,2,2,True,6,True
M01896:197:000000000-ANEHB:1:2111:19713:21246_CONS_SUB_SUB,True,3,3,2,1,11,0.813,0.011,39,8,True,50,False
M00595:3:000000000-ALULJ:1:1107:22345:27016_CONS_SUB_SUB,True,3,3,1,2,11,0.551,0.014,2,1,True,7,False
MISEQ01:3:000000000-ALULJ:1:1101:16241:21890_CONS_SUB_SUB_CMP,False,4,4,2,2,11,0.413,0.001,2,0,False,32,False
M00595:3:000000000-ALULJ:1:2106:8183:14373_CONS_SUB_SUB,True,1,1,0,1,8,1.0,1.0,3,2,True,6,False
M00595:3:000000000-ALULJ:1:2102:12119:7780_CONS_SUB_SUB_CMP,False,2,2,1,1,11,0.49,0.468,2,1,True,9,False
MISEQ01:3:000000000-ALULJ:1:1114:25651:20286_CONS_SUB_SUB_CMP,True,2,2,1,1,13,0.526,0.404,3,1,True,14,False
M01896:197:000000000-ANEHB:1:1110:17262:22043_CONS_SUB_SUB,True,2,2,1,1,13,0.999,0.001,1,0,False,11,False
MISEQ01:3:000000000-ALULJ:1:1103:3723:9029_CONS_SUB_SUB_CMP,False,3,3,2,1,13,0.005,0.001,7,0,False,33,False
MISEQ01:3:000000000-ALULJ:1:2101:16028:22992_CONS_SUB_SUB,False,3,3,2,1,12,0.291,0.095,7,0,False,8,False
M00595:3:000000000-ALULJ:1:2109:16838:13534_CONS_SUB_SUB,False,6,6,2,4,11,0.219,0.055,4,3,True,6,True
MISEQ01:3:000000000-ALULJ:1:2111:16066:14006_CONS_SUB_SUB,True,2,2,0,2,13,0.575,0.18,1,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1114:19896:4960_CONS_SUB_SUB_CMP,True,1,1,0,1,12,1.0,1.0,1,0,False,6,False
MISEQ01:3:000000000-ALULJ:1:1107:8473:12261_CONS_SUB_SUB_CMP,True,1,1,0,1,13,1.0,1.0,1,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1103:4797:17212_CONS_SUB_SUB_CMP,True,5,5,2,3,10,0.931,0.001,3,3,True,6,True
M00595:3:000000000-ALULJ:1:1104:5417:24055_CONS_SUB_SUB,True,2,2,0,2,10,0.741,0.004,5,0,False,50,False
